2026-03-06 18:36:29 | INFO     | run.py:<module>:5 | ===== 开始执行所有用例 =====
2026-03-06 18:36:29 | INFO     | run.py:<module>:7 | ===== 所有用例执行结束 =====
2026-03-06 18:36:51 | INFO     | run.py:<module>:5 | ===== 开始执行所有用例 =====
2026-03-06 18:36:53 | INFO     | run.py:<module>:7 | ===== 所有用例执行结束 =====
2026-03-06 18:37:56 | INFO     | run.py:<module>:5 | ===== 开始执行所有用例 =====
2026-03-06 18:37:56 | INFO     | run.py:<module>:7 | ===== 所有用例执行结束 =====
2026-03-06 18:41:32 | INFO     | run.py:<module>:5 | ===== 开始执行所有用例 =====
2026-03-06 18:41:35 | INFO     | run.py:<module>:7 | ===== 所有用例执行结束 =====
2026-03-06 18:44:48 | INFO     | run.py:<module>:7 | ===== 开始执行所有用例 =====
2026-03-06 18:44:50 | INFO     | run.py:<module>:9 | ===== 所有用例执行结束 =====
